ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Subscriber	subscriber	1609142004200	 	3.2.1
REQUEST	4329		/message/get	1609142067423	1609142067429	OK	 
USER	getAndAck	4329	END	1609142067423	1609142067429
USER	getAndAck	4330	START	1609142067433	1609142067433
REQUEST	4330		/message/get	1609142067433	1609142067436	OK	 
USER	getAndAck	4330	END	1609142067433	1609142067436
USER	getAndAck	4331	START	1609142067443	1609142067443
USER	getAndAck	4332	START	1609142067444	1609142067444
REQUEST	4332		/message/get	1609142067444	1609142067446	OK	 
USER	getAndAck	4332	END	1609142067444	1609142067446
REQUEST	4331		/message/ack	1609142067444	1609142067451	OK	 
USER	getAndAck	4331	END	1609142067443	1609142067452
USER	getAndAck	4333	START	1609142067454	1609142067454
USER	getAndAck	4334	START	1609142067455	1609142067455
REQUEST	4334		/message/get	1609142067455	1609142067457	OK	 
USER	getAndAck	4334	END	1609142067455	1609142067457
REQUEST	4333		/message/ack	1609142067455	1609142067459	OK	 
USER	getAndAck	4333	END	1609142067454	1609142067459
USER	getAndAck	4335	START	1609142067464	1609142067464
REQUEST	4335		/message/ack	1609142067464	1609142067466	OK	 
USER	getAndAck	4335	END	1609142067464	1609142067466
USER	getAndAck	4336	START	1609142067474	1609142067474
USER	getAndAck	4337	START	1609142067474	1609142067474
REQUEST	4336		/message/get	1609142067474	1609142067478	OK	 
USER	getAndAck	4336	END	1609142067474	1609142067478
REQUEST	4337		/message/ack	1609142067474	1609142067480	OK	 
USER	getAndAck	4337	END	1609142067474	1609142067480
USER	getAndAck	4338	START	1609142067484	1609142067484
USER	getAndAck	4339	START	1609142067484	1609142067484
REQUEST	4338		/message/get	1609142067484	1609142067486	OK	 
USER	getAndAck	4338	END	1609142067484	1609142067486
REQUEST	4339		/message/ack	1609142067484	1609142067488	OK	 
USER	getAndAck	4339	END	1609142067484	1609142067488
USER	getAndAck	4340	START	1609142067494	1609142067494
REQUEST	4340		/message/get	1609142067494	1609142067498	OK	 
USER	getAndAck	4340	END	1609142067494	1609142067498
USER	getAndAck	4342	START	1609142067503	1609142067503
USER	getAndAck	4341	START	1609142067503	1609142067503
REQUEST	4341		/message/get	1609142067504	1609142067512	OK	 
USER	getAndAck	4341	END	1609142067503	1609142067512
USER	getAndAck	4343	START	1609142067513	1609142067513
USER	getAndAck	4344	START	1609142067514	1609142067514
REQUEST	4342		/message/ack	1609142067504	1609142067514	OK	 
USER	getAndAck	4342	END	1609142067503	1609142067515
REQUEST	4344		/message/ack	1609142067514	1609142067517	OK	 
USER	getAndAck	4344	END	1609142067514	1609142067517
REQUEST	4343		/message/get	1609142067514	1609142067522	OK	 
USER	getAndAck	4343	END	1609142067513	1609142067522
USER	getAndAck	4346	START	1609142067524	1609142067524
USER	getAndAck	4345	START	1609142067524	1609142067524
REQUEST	4346		/message/get	1609142067524	1609142067526	OK	 
USER	getAndAck	4346	END	1609142067524	1609142067526
REQUEST	4345		/message/ack	1609142067524	1609142067528	OK	 
USER	getAndAck	4345	END	1609142067524	1609142067528
USER	getAndAck	4347	START	1609142067534	1609142067534
USER	getAndAck	4348	START	1609142067544	1609142067544
USER	getAndAck	4349	START	1609142067544	1609142067544
REQUEST	4347		/message/ack	1609142067535	1609142067545	OK	 
USER	getAndAck	4347	END	1609142067534	1609142067545
REQUEST	4348		/message/ack	1609142067544	1609142067550	OK	 
USER	getAndAck	4348	END	1609142067544	1609142067550
REQUEST	4349		/message/get	1609142067544	1609142067552	OK	 
USER	getAndAck	4349	END	1609142067544	1609142067552
USER	getAndAck	4350	START	1609142067554	1609142067554
USER	getAndAck	4351	START	1609142067555	1609142067555
REQUEST	4350		/message/get	1609142067555	1609142067557	OK	 
USER	getAndAck	4350	END	1609142067554	1609142067557
REQUEST	4351		/message/ack	1609142067555	1609142067558	OK	 
USER	getAndAck	4351	END	1609142067555	1609142067558
USER	getAndAck	4352	START	1609142067563	1609142067563
REQUEST	4352		/message/get	1609142067563	1609142067567	OK	 
USER	getAndAck	4352	END	1609142067563	1609142067567
USER	getAndAck	4353	START	1609142067574	1609142067574
USER	getAndAck	4354	START	1609142067574	1609142067574
REQUEST	4354		/message/get	1609142067574	1609142067577	OK	 
USER	getAndAck	4354	END	1609142067574	1609142067577
REQUEST	4353		/message/ack	1609142067574	1609142067579	OK	 
USER	getAndAck	4353	END	1609142067574	1609142067579
USER	getAndAck	4356	START	1609142067584	1609142067584
USER	getAndAck	4355	START	1609142067584	1609142067584
REQUEST	4355		/message/get	1609142067584	1609142067588	OK	 
USER	getAndAck	4355	END	1609142067584	1609142067589
REQUEST	4356		/message/ack	1609142067584	1609142067591	OK	 
USER	getAndAck	4356	END	1609142067584	1609142067591
USER	getAndAck	4357	START	1609142067594	1609142067594
REQUEST	4357		/message/ack	1609142067594	1609142067597	OK	 
USER	getAndAck	4357	END	1609142067594	1609142067597
USER	getAndAck	4358	START	1609142067603	1609142067603
USER	getAndAck	4359	START	1609142067603	1609142067603
REQUEST	4359		/message/ack	1609142067604	1609142067609	OK	 
USER	getAndAck	4359	END	1609142067603	1609142067609
REQUEST	4358		/message/get	1609142067604	1609142067610	OK	 
USER	getAndAck	4358	END	1609142067603	1609142067610
USER	getAndAck	4360	START	1609142067613	1609142067613
USER	getAndAck	4361	START	1609142067613	1609142067613
REQUEST	4361		/message/get	1609142067614	1609142067617	OK	 
USER	getAndAck	4361	END	1609142067613	1609142067617
REQUEST	4360		/message/ack	1609142067614	1609142067618	OK	 
USER	getAndAck	4360	END	1609142067613	1609142067618
USER	getAndAck	4362	START	1609142067624	1609142067624
REQUEST	4362		/message/get	1609142067624	1609142067628	OK	 
USER	getAndAck	4362	END	1609142067624	1609142067628
USER	getAndAck	4363	START	1609142067634	1609142067634
USER	getAndAck	4364	START	1609142067634	1609142067634
REQUEST	4364		/message/get	1609142067634	1609142067639	OK	 
USER	getAndAck	4364	END	1609142067634	1609142067639
REQUEST	4363		/message/ack	1609142067634	1609142067641	OK	 
USER	getAndAck	4363	END	1609142067634	1609142067642
USER	getAndAck	4365	START	1609142067643	1609142067643
USER	getAndAck	4366	START	1609142067643	1609142067643
REQUEST	4366		/message/get	1609142067643	1609142067645	OK	 
USER	getAndAck	4366	END	1609142067643	1609142067645
REQUEST	4365		/message/ack	1609142067643	1609142067647	OK	 
USER	getAndAck	4365	END	1609142067643	1609142067647
USER	getAndAck	4367	START	1609142067653	1609142067653
USER	getAndAck	4368	START	1609142067653	1609142067653
REQUEST	4368		/message/ack	1609142067654	1609142067658	OK	 
USER	getAndAck	4368	END	1609142067653	1609142067659
REQUEST	4367		/message/get	1609142067654	1609142067659	OK	 
USER	getAndAck	4367	END	1609142067653	1609142067660
USER	getAndAck	4369	START	1609142067664	1609142067664
REQUEST	4369		/message/ack	1609142067664	1609142067669	OK	 
USER	getAndAck	4369	END	1609142067664	1609142067669
USER	getAndAck	4370	START	1609142067674	1609142067674
USER	getAndAck	4371	START	1609142067674	1609142067674
REQUEST	4371		/message/ack	1609142067674	1609142067680	OK	 
USER	getAndAck	4371	END	1609142067674	1609142067680
REQUEST	4370		/message/get	1609142067674	1609142067681	OK	 
USER	getAndAck	4370	END	1609142067674	1609142067681
USER	getAndAck	4372	START	1609142067683	1609142067683
USER	getAndAck	4373	START	1609142067683	1609142067683
REQUEST	4373		/message/ack	1609142067684	1609142067687	OK	 
USER	getAndAck	4373	END	1609142067683	1609142067687
REQUEST	4372		/message/get	1609142067683	1609142067688	OK	 
USER	getAndAck	4372	END	1609142067683	1609142067688
USER	getAndAck	4374	START	1609142067693	1609142067693
REQUEST	4374		/message/get	1609142067694	1609142067696	OK	 
USER	getAndAck	4374	END	1609142067693	1609142067697
USER	getAndAck	4376	START	1609142067704	1609142067704
USER	getAndAck	4380	START	1609142067705	1609142067705
USER	getAndAck	4375	START	1609142067705	1609142067705
REQUEST	4375		/message/ack	1609142067706	1609142067711	OK	 
USER	getAndAck	4375	END	1609142067705	1609142067712
REQUEST	4376		/message/ack	1609142067705	1609142067713	OK	 
USER	getAndAck	4376	END	1609142067704	1609142067713
REQUEST	4380		/message/get	1609142067705	1609142067713	OK	 
USER	getAndAck	4380	END	1609142067705	1609142067713
USER	getAndAck	4377	START	1609142067714	1609142067714
USER	getAndAck	4378	START	1609142067714	1609142067714
REQUEST	4377		/message/get	1609142067714	1609142067719	OK	 
USER	getAndAck	4377	END	1609142067714	1609142067719
REQUEST	4378		/message/ack	1609142067715	1609142067721	OK	 
USER	getAndAck	4378	END	1609142067714	1609142067722
USER	getAndAck	4379	START	1609142067724	1609142067724
REQUEST	4379		/message/get	1609142067724	1609142067726	OK	 
USER	getAndAck	4379	END	1609142067724	1609142067726
USER	getAndAck	4381	START	1609142067734	1609142067734
REQUEST	4381		/message/ack	1609142067734	1609142067737	OK	 
USER	getAndAck	4381	END	1609142067734	1609142067737
USER	getAndAck	4382	START	1609142067743	1609142067743
USER	getAndAck	4383	START	1609142067743	1609142067743
REQUEST	4382		/message/get	1609142067743	1609142067747	OK	 
USER	getAndAck	4382	END	1609142067743	1609142067747
REQUEST	4383		/message/ack	1609142067743	1609142067749	OK	 
USER	getAndAck	4383	END	1609142067743	1609142067749
USER	getAndAck	4384	START	1609142067753	1609142067753
USER	getAndAck	4385	START	1609142067753	1609142067753
REQUEST	4385		/message/ack	1609142067754	1609142067757	OK	 
USER	getAndAck	4385	END	1609142067753	1609142067757
REQUEST	4384		/message/get	1609142067754	1609142067757	OK	 
USER	getAndAck	4384	END	1609142067753	1609142067757
USER	getAndAck	4386	START	1609142067764	1609142067764
REQUEST	4386		/message/get	1609142067764	1609142067766	OK	 
USER	getAndAck	4386	END	1609142067764	1609142067766
USER	getAndAck	4387	START	1609142067774	1609142067774
USER	getAndAck	4388	START	1609142067774	1609142067774
REQUEST	4387		/message/get	1609142067774	1609142067777	OK	 
USER	getAndAck	4387	END	1609142067774	1609142067777
REQUEST	4388		/message/ack	1609142067774	1609142067778	OK	 
USER	getAndAck	4388	END	1609142067774	1609142067778
USER	getAndAck	4389	START	1609142067783	1609142067783
USER	getAndAck	4390	START	1609142067783	1609142067783
REQUEST	4390		/message/get	1609142067783	1609142067784	OK	 
USER	getAndAck	4390	END	1609142067783	1609142067785
REQUEST	4389		/message/ack	1609142067783	1609142067786	OK	 
USER	getAndAck	4389	END	1609142067783	1609142067786
USER	getAndAck	4391	START	1609142067793	1609142067793
USER	getAndAck	4392	START	1609142067793	1609142067793
REQUEST	4392		/message/get	1609142067794	1609142067795	OK	 
USER	getAndAck	4392	END	1609142067793	1609142067795
REQUEST	4391		/message/ack	1609142067794	1609142067797	OK	 
USER	getAndAck	4391	END	1609142067793	1609142067797
USER	getAndAck	4393	START	1609142067804	1609142067804
REQUEST	4393		/message/ack	1609142067804	1609142067806	OK	 
USER	getAndAck	4393	END	1609142067804	1609142067806
USER	getAndAck	4394	START	1609142067814	1609142067814
USER	getAndAck	4395	START	1609142067814	1609142067814
REQUEST	4395		/message/ack	1609142067814	1609142067816	OK	 
USER	getAndAck	4395	END	1609142067814	1609142067816
REQUEST	4394		/message/get	1609142067814	1609142067817	OK	 
USER	getAndAck	4394	END	1609142067814	1609142067817
USER	getAndAck	4397	START	1609142067823	1609142067823
USER	getAndAck	4396	START	1609142067823	1609142067823
REQUEST	4397		/message/get	1609142067823	1609142067826	OK	 
USER	getAndAck	4397	END	1609142067823	1609142067826
REQUEST	4396		/message/ack	1609142067823	1609142067828	OK	 
USER	getAndAck	4396	END	1609142067823	1609142067828
USER	getAndAck	4398	START	1609142067833	1609142067833
USER	getAndAck	4399	START	1609142067833	1609142067833
REQUEST	4399		/message/ack	1609142067834	1609142067838	OK	 
USER	getAndAck	4399	END	1609142067833	1609142067838
REQUEST	4398		/message/get	1609142067833	1609142067839	OK	 
USER	getAndAck	4398	END	1609142067833	1609142067839
USER	getAndAck	4400	START	1609142067843	1609142067843
REQUEST	4400		/message/get	1609142067844	1609142067845	OK	 
USER	getAndAck	4400	END	1609142067843	1609142067845
USER	getAndAck	4402	START	1609142067854	1609142067854
USER	getAndAck	4401	START	1609142067854	1609142067854
REQUEST	4401		/message/get	1609142067854	1609142067860	OK	 
USER	getAndAck	4401	END	1609142067854	1609142067860
REQUEST	4402		/message/ack	1609142067854	1609142067862	OK	 
USER	getAndAck	4402	END	1609142067854	1609142067862
USER	getAndAck	4403	START	1609142067864	1609142067864
USER	getAndAck	4404	START	1609142067864	1609142067864
REQUEST	4404		/message/get	1609142067864	1609142067870	OK	 
USER	getAndAck	4404	END	1609142067864	1609142067870
REQUEST	4403		/message/ack	1609142067864	1609142067872	OK	 
USER	getAndAck	4403	END	1609142067864	1609142067872
USER	getAndAck	4405	START	1609142067873	1609142067873
USER	getAndAck	4406	START	1609142067883	1609142067883
USER	getAndAck	4407	START	1609142067883	1609142067883
REQUEST	4405		/message/ack	1609142067873	1609142067892	OK	 
USER	getAndAck	4405	END	1609142067873	1609142067892
REQUEST	4406		/message/get	1609142067883	1609142067893	OK	 
USER	getAndAck	4406	END	1609142067883	1609142067893
USER	getAndAck	4409	START	1609142067893	1609142067893
USER	getAndAck	4408	START	1609142067893	1609142067893
REQUEST	4407		/message/ack	1609142067884	1609142067896	OK	 
USER	getAndAck	4407	END	1609142067883	1609142067896
REQUEST	4409		/message/ack	1609142067894	1609142067898	OK	 
USER	getAndAck	4409	END	1609142067893	1609142067898
REQUEST	4408		/message/get	1609142067894	1609142067899	OK	 
USER	getAndAck	4408	END	1609142067893	1609142067899
USER	getAndAck	4411	START	1609142067904	1609142067904
USER	getAndAck	4410	START	1609142067904	1609142067904
REQUEST	4411		/message/get	1609142067904	1609142067909	OK	 
USER	getAndAck	4411	END	1609142067904	1609142067909
REQUEST	4410		/message/ack	1609142067904	1609142067911	OK	 
USER	getAndAck	4410	END	1609142067904	1609142067912
USER	getAndAck	4412	START	1609142067914	1609142067914
REQUEST	4412		/message/get	1609142067914	1609142067917	OK	 
USER	getAndAck	4412	END	1609142067914	1609142067918
USER	getAndAck	4413	START	1609142067923	1609142067923
USER	getAndAck	4414	START	1609142067923	1609142067923
REQUEST	4414		/message/ack	1609142067923	1609142067928	OK	 
USER	getAndAck	4414	END	1609142067923	1609142067929
REQUEST	4413		/message/get	1609142067923	1609142067929	OK	 
USER	getAndAck	4413	END	1609142067923	1609142067929
USER	getAndAck	4415	START	1609142067933	1609142067933
USER	getAndAck	4416	START	1609142067933	1609142067933
REQUEST	4416		/message/get	1609142067934	1609142067936	OK	 
USER	getAndAck	4416	END	1609142067933	1609142067936
REQUEST	4415		/message/ack	1609142067934	1609142067938	OK	 
USER	getAndAck	4415	END	1609142067933	1609142067938
USER	getAndAck	4417	START	1609142067944	1609142067944
REQUEST	4417		/message/ack	1609142067944	1609142067947	OK	 
USER	getAndAck	4417	END	1609142067944	1609142067947
USER	getAndAck	4419	START	1609142067953	1609142067953
USER	getAndAck	4418	START	1609142067953	1609142067953
REQUEST	4419		/message/get	1609142067954	1609142067957	OK	 
USER	getAndAck	4419	END	1609142067953	1609142067957
REQUEST	4418		/message/ack	1609142067954	1609142067959	OK	 
USER	getAndAck	4418	END	1609142067953	1609142067959
USER	getAndAck	4421	START	1609142067963	1609142067963
USER	getAndAck	4420	START	1609142067963	1609142067963
REQUEST	4420		/message/ack	1609142067964	1609142067968	OK	 
USER	getAndAck	4420	END	1609142067963	1609142067968
REQUEST	4421		/message/get	1609142067964	1609142067968	OK	 
USER	getAndAck	4421	END	1609142067963	1609142067968
USER	getAndAck	4422	START	1609142067974	1609142067974
USER	getAndAck	4423	START	1609142067974	1609142067974
REQUEST	4422		/message/get	1609142067974	1609142067978	OK	 
USER	getAndAck	4422	END	1609142067974	1609142067978
REQUEST	4423		/message/ack	1609142067974	1609142067980	OK	 
USER	getAndAck	4423	END	1609142067974	1609142067980
USER	getAndAck	4424	START	1609142067983	1609142067983
REQUEST	4424		/message/get	1609142067983	1609142067984	OK	 
USER	getAndAck	4424	END	1609142067983	1609142067985
USER	getAndAck	4425	START	1609142067994	1609142067994
USER	getAndAck	4426	START	1609142067994	1609142067994
REQUEST	4426		/message/get	1609142067994	1609142067997	OK	 
USER	getAndAck	4426	END	1609142067994	1609142067997
REQUEST	4425		/message/ack	1609142067994	1609142067999	OK	 
USER	getAndAck	4425	END	1609142067994	1609142067999
USER	getAndAck	4427	START	1609142068004	1609142068004
USER	getAndAck	4428	START	1609142068004	1609142068004
REQUEST	4428		/message/get	1609142068004	1609142068006	OK	 
USER	getAndAck	4428	END	1609142068004	1609142068007
REQUEST	4427		/message/ack	1609142068004	1609142068010	OK	 
USER	getAndAck	4427	END	1609142068004	1609142068010
USER	getAndAck	4429	START	1609142068015	1609142068015
REQUEST	4429		/message/ack	1609142068015	1609142068021	OK	 
USER	getAndAck	4429	END	1609142068015	1609142068021
USER	getAndAck	4430	START	1609142068024	1609142068024
USER	getAndAck	4431	START	1609142068024	1609142068024
REQUEST	4430		/message/get	1609142068024	1609142068028	OK	 
USER	getAndAck	4430	END	1609142068024	1609142068028
REQUEST	4431		/message/ack	1609142068024	1609142068029	OK	 
USER	getAndAck	4431	END	1609142068024	1609142068029
USER	getAndAck	4432	START	1609142068034	1609142068034
USER	getAndAck	4433	START	1609142068034	1609142068034
REQUEST	4432		/message/get	1609142068034	1609142068037	OK	 
USER	getAndAck	4432	END	1609142068034	1609142068037
REQUEST	4433		/message/ack	1609142068034	1609142068039	OK	 
USER	getAndAck	4433	END	1609142068034	1609142068039
USER	getAndAck	4434	START	1609142068043	1609142068043
USER	getAndAck	4435	START	1609142068043	1609142068043
