ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
REQUEST	15246		/message/publish	1609142117761	1609142117766	OK	 
USER	publish	15246	END	1609142117760	1609142117766
REQUEST	15247		/message/publish	1609142117760	1609142117766	OK	 
USER	publish	15247	END	1609142117760	1609142117766
USER	publish	15248	START	1609142117771	1609142117771
USER	publish	15249	START	1609142117771	1609142117771
REQUEST	15249		/message/publish	1609142117771	1609142117773	OK	 
USER	publish	15249	END	1609142117771	1609142117773
REQUEST	15248		/message/publish	1609142117771	1609142117776	OK	 
USER	publish	15248	END	1609142117771	1609142117776
USER	publish	15250	START	1609142117781	1609142117781
USER	publish	15251	START	1609142117781	1609142117781
REQUEST	15251		/message/publish	1609142117781	1609142117783	OK	 
USER	publish	15251	END	1609142117781	1609142117784
REQUEST	15250		/message/publish	1609142117781	1609142117787	OK	 
USER	publish	15250	END	1609142117781	1609142117787
USER	publish	15253	START	1609142117790	1609142117790
USER	publish	15252	START	1609142117790	1609142117790
REQUEST	15253		/message/publish	1609142117790	1609142117793	OK	 
USER	publish	15253	END	1609142117790	1609142117793
REQUEST	15252		/message/publish	1609142117790	1609142117795	OK	 
USER	publish	15252	END	1609142117790	1609142117795
USER	publish	15255	START	1609142117800	1609142117800
USER	publish	15254	START	1609142117800	1609142117800
REQUEST	15255		/message/publish	1609142117801	1609142117803	OK	 
USER	publish	15255	END	1609142117800	1609142117804
REQUEST	15254		/message/publish	1609142117801	1609142117806	OK	 
USER	publish	15254	END	1609142117800	1609142117806
USER	publish	15256	START	1609142117811	1609142117811
USER	publish	15257	START	1609142117811	1609142117811
REQUEST	15257		/message/publish	1609142117811	1609142117813	OK	 
USER	publish	15257	END	1609142117811	1609142117814
REQUEST	15256		/message/publish	1609142117811	1609142117816	OK	 
USER	publish	15256	END	1609142117811	1609142117816
USER	publish	15258	START	1609142117821	1609142117821
USER	publish	15259	START	1609142117821	1609142117821
REQUEST	15259		/message/publish	1609142117821	1609142117825	OK	 
USER	publish	15259	END	1609142117821	1609142117825
REQUEST	15258		/message/publish	1609142117821	1609142117827	OK	 
USER	publish	15258	END	1609142117821	1609142117827
USER	publish	15260	START	1609142117830	1609142117830
USER	publish	15261	START	1609142117830	1609142117830
REQUEST	15261		/message/publish	1609142117830	1609142117833	OK	 
USER	publish	15261	END	1609142117830	1609142117833
REQUEST	15260		/message/publish	1609142117830	1609142117836	OK	 
USER	publish	15260	END	1609142117830	1609142117836
USER	publish	15262	START	1609142117841	1609142117841
USER	publish	15263	START	1609142117841	1609142117841
REQUEST	15262		/message/publish	1609142117841	1609142117843	OK	 
USER	publish	15262	END	1609142117841	1609142117843
REQUEST	15263		/message/publish	1609142117841	1609142117846	OK	 
USER	publish	15263	END	1609142117841	1609142117846
USER	publish	15264	START	1609142117851	1609142117851
USER	publish	15265	START	1609142117851	1609142117851
REQUEST	15264		/message/publish	1609142117851	1609142117854	OK	 
USER	publish	15264	END	1609142117851	1609142117855
REQUEST	15265		/message/publish	1609142117851	1609142117857	OK	 
USER	publish	15265	END	1609142117851	1609142117857
USER	publish	15267	START	1609142117860	1609142117860
USER	publish	15266	START	1609142117860	1609142117860
REQUEST	15266		/message/publish	1609142117860	1609142117863	OK	 
USER	publish	15266	END	1609142117860	1609142117863
REQUEST	15267		/message/publish	1609142117860	1609142117865	OK	 
USER	publish	15267	END	1609142117860	1609142117865
USER	publish	15268	START	1609142117870	1609142117870
USER	publish	15269	START	1609142117871	1609142117871
REQUEST	15268		/message/publish	1609142117871	1609142117874	OK	 
USER	publish	15268	END	1609142117870	1609142117874
REQUEST	15269		/message/publish	1609142117871	1609142117875	OK	 
USER	publish	15269	END	1609142117871	1609142117875
USER	publish	15271	START	1609142117881	1609142117881
USER	publish	15270	START	1609142117881	1609142117881
REQUEST	15270		/message/publish	1609142117881	1609142117884	OK	 
REQUEST	15271		/message/publish	1609142117881	1609142117884	OK	 
USER	publish	15271	END	1609142117881	1609142117885
USER	publish	15270	END	1609142117881	1609142117885
USER	publish	15272	START	1609142117891	1609142117891
USER	publish	15273	START	1609142117891	1609142117891
REQUEST	15273		/message/publish	1609142117891	1609142117894	OK	 
USER	publish	15273	END	1609142117891	1609142117895
REQUEST	15272		/message/publish	1609142117891	1609142117895	OK	 
USER	publish	15272	END	1609142117891	1609142117895
USER	publish	15274	START	1609142117900	1609142117900
USER	publish	15275	START	1609142117900	1609142117900
REQUEST	15274		/message/publish	1609142117900	1609142117903	OK	 
USER	publish	15274	END	1609142117900	1609142117903
REQUEST	15275		/message/publish	1609142117900	1609142117905	OK	 
USER	publish	15275	END	1609142117900	1609142117905
USER	publish	15276	START	1609142117910	1609142117910
USER	publish	15277	START	1609142117911	1609142117911
REQUEST	15276		/message/publish	1609142117911	1609142117914	OK	 
USER	publish	15276	END	1609142117910	1609142117915
REQUEST	15277		/message/publish	1609142117911	1609142117915	OK	 
USER	publish	15277	END	1609142117911	1609142117915
USER	publish	15279	START	1609142117921	1609142117921
USER	publish	15278	START	1609142117921	1609142117921
REQUEST	15278		/message/publish	1609142117921	1609142117924	OK	 
USER	publish	15278	END	1609142117921	1609142117925
REQUEST	15279		/message/publish	1609142117921	1609142117926	OK	 
USER	publish	15279	END	1609142117921	1609142117927
USER	publish	15280	START	1609142117930	1609142117930
USER	publish	15281	START	1609142117930	1609142117930
REQUEST	15280		/message/publish	1609142117930	1609142117933	OK	 
USER	publish	15280	END	1609142117930	1609142117934
REQUEST	15281		/message/publish	1609142117930	1609142117935	OK	 
USER	publish	15281	END	1609142117930	1609142117935
USER	publish	15282	START	1609142117940	1609142117940
USER	publish	15283	START	1609142117940	1609142117940
REQUEST	15283		/message/publish	1609142117940	1609142117943	OK	 
USER	publish	15283	END	1609142117940	1609142117943
REQUEST	15282		/message/publish	1609142117940	1609142117944	OK	 
USER	publish	15282	END	1609142117940	1609142117944
USER	publish	15284	START	1609142117950	1609142117950
USER	publish	15285	START	1609142117950	1609142117950
REQUEST	15284		/message/publish	1609142117951	1609142117955	OK	 
USER	publish	15284	END	1609142117950	1609142117955
REQUEST	15285		/message/publish	1609142117951	1609142117955	OK	 
USER	publish	15285	END	1609142117950	1609142117955
USER	publish	15286	START	1609142117961	1609142117961
USER	publish	15287	START	1609142117961	1609142117961
REQUEST	15286		/message/publish	1609142117961	1609142117964	OK	 
REQUEST	15287		/message/publish	1609142117961	1609142117964	OK	 
USER	publish	15286	END	1609142117961	1609142117964
USER	publish	15287	END	1609142117961	1609142117965
USER	publish	15288	START	1609142117971	1609142117971
USER	publish	15289	START	1609142117971	1609142117971
REQUEST	15289		/message/publish	1609142117971	1609142117974	OK	 
USER	publish	15289	END	1609142117971	1609142117974
REQUEST	15288		/message/publish	1609142117971	1609142117975	OK	 
USER	publish	15288	END	1609142117971	1609142117975
USER	publish	15290	START	1609142117980	1609142117980
USER	publish	15291	START	1609142117981	1609142117981
REQUEST	15290		/message/publish	1609142117980	1609142117984	OK	 
USER	publish	15290	END	1609142117980	1609142117984
REQUEST	15291		/message/publish	1609142117981	1609142117986	OK	 
USER	publish	15291	END	1609142117981	1609142117987
USER	publish	15292	START	1609142117991	1609142117991
USER	publish	15293	START	1609142117991	1609142117991
REQUEST	15293		/message/publish	1609142117991	1609142117993	OK	 
USER	publish	15293	END	1609142117991	1609142117994
REQUEST	15292		/message/publish	1609142117991	1609142117995	OK	 
USER	publish	15292	END	1609142117991	1609142117995
USER	publish	15294	START	1609142118001	1609142118001
USER	publish	15295	START	1609142118001	1609142118001
REQUEST	15294		/message/publish	1609142118001	1609142118005	OK	 
USER	publish	15294	END	1609142118001	1609142118005
REQUEST	15295		/message/publish	1609142118001	1609142118006	OK	 
USER	publish	15295	END	1609142118001	1609142118006
USER	publish	15296	START	1609142118010	1609142118010
USER	publish	15297	START	1609142118010	1609142118010
REQUEST	15297		/message/publish	1609142118010	1609142118013	OK	 
USER	publish	15297	END	1609142118010	1609142118013
REQUEST	15296		/message/publish	1609142118010	1609142118017	OK	 
USER	publish	15296	END	1609142118010	1609142118018
USER	publish	15299	START	1609142118020	1609142118020
USER	publish	15298	START	1609142118020	1609142118020
REQUEST	15298		/message/publish	1609142118021	1609142118023	OK	 
USER	publish	15298	END	1609142118020	1609142118024
REQUEST	15299		/message/publish	1609142118021	1609142118026	OK	 
USER	publish	15299	END	1609142118020	1609142118026
USER	publish	15301	START	1609142118031	1609142118031
USER	publish	15300	START	1609142118031	1609142118031
REQUEST	15300		/message/publish	1609142118031	1609142118035	OK	 
USER	publish	15300	END	1609142118031	1609142118035
REQUEST	15301		/message/publish	1609142118031	1609142118037	OK	 
USER	publish	15301	END	1609142118031	1609142118037
USER	publish	15302	START	1609142118040	1609142118040
USER	publish	15303	START	1609142118040	1609142118040
REQUEST	15302		/message/publish	1609142118040	1609142118043	OK	 
USER	publish	15302	END	1609142118040	1609142118044
REQUEST	15303		/message/publish	1609142118040	1609142118044	OK	 
USER	publish	15303	END	1609142118040	1609142118044
USER	publish	15304	START	1609142118050	1609142118050
USER	publish	15305	START	1609142118050	1609142118050
REQUEST	15305		/message/publish	1609142118050	1609142118053	OK	 
USER	publish	15305	END	1609142118050	1609142118053
REQUEST	15304		/message/publish	1609142118050	1609142118056	OK	 
USER	publish	15304	END	1609142118050	1609142118056
USER	publish	15306	START	1609142118060	1609142118060
USER	publish	15307	START	1609142118060	1609142118060
REQUEST	15307		/message/publish	1609142118061	1609142118064	OK	 
USER	publish	15307	END	1609142118060	1609142118064
REQUEST	15306		/message/publish	1609142118061	1609142118066	OK	 
USER	publish	15306	END	1609142118060	1609142118066
USER	publish	15308	START	1609142118071	1609142118071
USER	publish	15309	START	1609142118071	1609142118071
REQUEST	15309		/message/publish	1609142118071	1609142118073	OK	 
USER	publish	15309	END	1609142118071	1609142118073
REQUEST	15308		/message/publish	1609142118071	1609142118076	OK	 
USER	publish	15308	END	1609142118071	1609142118076
USER	publish	15310	START	1609142118081	1609142118081
USER	publish	15311	START	1609142118081	1609142118081
REQUEST	15310		/message/publish	1609142118081	1609142118085	OK	 
USER	publish	15310	END	1609142118081	1609142118085
REQUEST	15311		/message/publish	1609142118081	1609142118087	OK	 
USER	publish	15311	END	1609142118081	1609142118087
USER	publish	15312	START	1609142118090	1609142118090
USER	publish	15313	START	1609142118090	1609142118090
REQUEST	15312		/message/publish	1609142118090	1609142118093	OK	 
USER	publish	15312	END	1609142118090	1609142118093
REQUEST	15313		/message/publish	1609142118091	1609142118096	OK	 
USER	publish	15313	END	1609142118090	1609142118096
USER	publish	15314	START	1609142118100	1609142118100
USER	publish	15315	START	1609142118101	1609142118101
REQUEST	15315		/message/publish	1609142118101	1609142118104	OK	 
USER	publish	15315	END	1609142118101	1609142118104
REQUEST	15314		/message/publish	1609142118101	1609142118105	OK	 
USER	publish	15314	END	1609142118100	1609142118105
USER	publish	15316	START	1609142118111	1609142118111
USER	publish	15317	START	1609142118111	1609142118111
REQUEST	15316		/message/publish	1609142118111	1609142118115	OK	 
USER	publish	15316	END	1609142118111	1609142118115
REQUEST	15317		/message/publish	1609142118111	1609142118117	OK	 
USER	publish	15317	END	1609142118111	1609142118117
USER	publish	15319	START	1609142118121	1609142118121
USER	publish	15318	START	1609142118121	1609142118121
REQUEST	15318		/message/publish	1609142118121	1609142118125	OK	 
USER	publish	15318	END	1609142118121	1609142118125
REQUEST	15319		/message/publish	1609142118121	1609142118127	OK	 
USER	publish	15319	END	1609142118121	1609142118127
USER	publish	15320	START	1609142118130	1609142118130
USER	publish	15321	START	1609142118130	1609142118130
REQUEST	15320		/message/publish	1609142118131	1609142118133	OK	 
USER	publish	15320	END	1609142118130	1609142118133
REQUEST	15321		/message/publish	1609142118131	1609142118136	OK	 
USER	publish	15321	END	1609142118130	1609142118136
USER	publish	15322	START	1609142118141	1609142118141
USER	publish	15323	START	1609142118141	1609142118141
REQUEST	15322		/message/publish	1609142118141	1609142118143	OK	 
USER	publish	15322	END	1609142118141	1609142118144
REQUEST	15323		/message/publish	1609142118141	1609142118146	OK	 
USER	publish	15323	END	1609142118141	1609142118147
USER	publish	15324	START	1609142118151	1609142118151
USER	publish	15325	START	1609142118151	1609142118151
REQUEST	15324		/message/publish	1609142118151	1609142118155	OK	 
USER	publish	15324	END	1609142118151	1609142118155
REQUEST	15325		/message/publish	1609142118151	1609142118156	OK	 
USER	publish	15325	END	1609142118151	1609142118156
USER	publish	15326	START	1609142118160	1609142118160
USER	publish	15327	START	1609142118160	1609142118160
REQUEST	15327		/message/publish	1609142118161	1609142118164	OK	 
USER	publish	15327	END	1609142118160	1609142118164
REQUEST	15326		/message/publish	1609142118160	1609142118166	OK	 
USER	publish	15326	END	1609142118160	1609142118166
USER	publish	15328	START	1609142118170	1609142118170
USER	publish	15329	START	1609142118170	1609142118170
REQUEST	15328		/message/publish	1609142118171	1609142118173	OK	 
USER	publish	15328	END	1609142118170	1609142118173
REQUEST	15329		/message/publish	1609142118171	1609142118175	OK	 
USER	publish	15329	END	1609142118170	1609142118175
USER	publish	15330	START	1609142118181	1609142118181
USER	publish	15331	START	1609142118181	1609142118181
REQUEST	15330		/message/publish	1609142118181	1609142118183	OK	 
USER	publish	15330	END	1609142118181	1609142118184
REQUEST	15331		/message/publish	1609142118181	1609142118187	OK	 
USER	publish	15331	END	1609142118181	1609142118187
USER	publish	15332	START	1609142118200	1609142118200
USER	publish	15333	START	1609142118200	1609142118200
REQUEST	15333		/message/publish	1609142118201	1609142118204	OK	 
USER	publish	15333	END	1609142118200	1609142118204
REQUEST	15332		/message/publish	1609142118201	1609142118206	OK	 
USER	publish	15332	END	1609142118200	1609142118207
USER	publish	15334	START	1609142118211	1609142118211
USER	publish	15335	START	1609142118211	1609142118211
REQUEST	15334		/message/publish	1609142118211	1609142118213	OK	 
USER	publish	15334	END	1609142118211	1609142118213
REQUEST	15335		/message/publish	1609142118211	1609142118216	OK	 
USER	publish	15335	END	1609142118211	1609142118216
USER	publish	15336	START	1609142118221	1609142118221
USER	publish	15337	START	1609142118221	1609142118221
REQUEST	15336		/message/publish	1609142118221	1609142118224	OK	 
USER	publish	15336	END	1609142118221	1609142118224
REQUEST	15337		/message/publish	1609142118221	1609142118226	OK	 
USER	publish	15337	END	1609142118221	1609142118227
USER	publish	15338	START	1609142118230	1609142118230
USER	publish	15339	START	1609142118230	1609142118230
REQUEST	15339		/message/publish	1609142118230	1609142118233	OK	 
USER	publish	15339	END	1609142118230	1609142118233
REQUEST	15338		/message/publish	1609142118230	1609142118235	OK	 
USER	publish	15338	END	1609142118230	1609142118235
USER	publish	15340	START	1609142118240	1609142118240
USER	publish	15341	START	1609142118240	1609142118240
REQUEST	15340		/message/publish	1609142118240	1609142118243	OK	 
USER	publish	15340	END	1609142118240	1609142118243
REQUEST	15341		/message/publish	1609142118240	1609142118246	OK	 
USER	publish	15341	END	1609142118240	1609142118246
USER	publish	15342	START	1609142118250	1609142118250
USER	publish	15343	START	1609142118250	1609142118250
REQUEST	15343		/message/publish	1609142118251	1609142118253	OK	 
USER	publish	15343	END	1609142118250	1609142118253
REQUEST	15342		/message/publish	1609142118251	1609142118256	OK	 
USER	publish	15342	END	1609142118250	1609142118256
USER	publish	15344	START	1609142118261	1609142118261
USER	publish	15345	START	1609142118261	1609142118261
REQUEST	15345		/message/publish	1609142118261	1609142118263	OK	 
REQUEST	15344		/message/publish	1609142118261	1609142118264	OK	 
USER	publish	15345	END	1609142118261	1609142118264
USER	publish	15344	END	1609142118261	1609142118264
USER	publish	15346	START	1609142118271	1609142118271
USER	publish	15347	START	1609142118271	1609142118271
REQUEST	15346		/message/publish	1609142118271	1609142118274	OK	 
REQUEST	15347		/message/publish	1609142118271	1609142118274	OK	 
USER	publish	15346	END	1609142118271	1609142118275
USER	publish	15347	END	1609142118271	1609142118275
USER	publish	15348	START	1609142118280	1609142118280
USER	publish	15349	START	1609142118280	1609142118280
REQUEST	15348		/message/publish	1609142118280	1609142118283	OK	 
USER	publish	15348	END	1609142118280	1609142118283
REQUEST	15349		/message/publish	1609142118280	1609142118286	OK	 
USER	publish	15349	END	1609142118280	1609142118286
USER	publish	15350	START	1609142118290	1609142118290
USER	publish	15351	START	1609142118290	1609142118290
REQUEST	15350		/message/publish	1609142118291	1609142118293	OK	 
USER	publish	15350	END	1609142118290	1609142118293
REQUEST	15351		/message/publish	1609142118291	1609142118295	OK	 
USER	publish	15351	END	1609142118290	1609142118295
USER	publish	15352	START	1609142118301	1609142118301
USER	publish	15353	START	1609142118301	1609142118301
REQUEST	15353		/message/publish	1609142118301	1609142118305	OK	 
USER	publish	15353	END	1609142118301	1609142118305
REQUEST	15352		/message/publish	1609142118301	1609142118305	OK	 
USER	publish	15352	END	1609142118301	1609142118306
USER	publish	15354	START	1609142118311	1609142118311
USER	publish	15355	START	1609142118311	1609142118311
REQUEST	15354		/message/publish	1609142118311	1609142118314	OK	 
USER	publish	15354	END	1609142118311	1609142118315
REQUEST	15355		/message/publish	1609142118311	1609142118316	OK	 
USER	publish	15355	END	1609142118311	1609142118316
USER	publish	15356	START	1609142118320	1609142118320
USER	publish	15357	START	1609142118320	1609142118320
REQUEST	15356		/message/publish	1609142118320	1609142118323	OK	 
USER	publish	15356	END	1609142118320	1609142118323
REQUEST	15357		/message/publish	1609142118320	1609142118325	OK	 
USER	publish	15357	END	1609142118320	1609142118325
USER	publish	15358	START	1609142118330	1609142118330
USER	publish	15359	START	1609142118330	1609142118330
REQUEST	15359		/message/publish	1609142118330	1609142118333	OK	 
USER	publish	15359	END	1609142118330	1609142118333
REQUEST	15358		/message/publish	1609142118330	1609142118336	OK	 
USER	publish	15358	END	1609142118330	1609142118336
USER	publish	15360	START	1609142118340	1609142118340
USER	publish	15361	START	1609142118341	1609142118341
REQUEST	15361		/message/publish	1609142118341	1609142118343	OK	 
USER	publish	15361	END	1609142118341	1609142118343
REQUEST	15360		/message/publish	1609142118341	1609142118346	OK	 
USER	publish	15360	END	1609142118340	1609142118346
USER	publish	15363	START	1609142118351	1609142118351
USER	publish	15362	START	1609142118351	1609142118351
REQUEST	15363		/message/publish	1609142118351	1609142118354	OK	 
USER	publish	15363	END	1609142118351	1609142118354
REQUEST	15362		/message/publish	1609142118351	1609142118356	OK	 
USER	publish	15362	END	1609142118351	1609142118356
USER	publish	15364	START	1609142118360	1609142118360
USER	publish	15365	START	1609142118360	1609142118360
REQUEST	15365		/message/publish	1609142118361	1609142118363	OK	 
USER	publish	15365	END	1609142118360	1609142118363
REQUEST	15364		/message/publish	1609142118361	1609142118366	OK	 
USER	publish	15364	END	1609142118360	1609142118366
USER	publish	15366	START	1609142118370	1609142118370
USER	publish	15367	START	1609142118370	1609142118370
REQUEST	15367		/message/publish	1609142118370	1609142118373	OK	 
USER	publish	15367	END	1609142118370	1609142118374
REQUEST	15366		/message/publish	1609142118370	1609142118374	OK	 
USER	publish	15366	END	1609142118370	1609142118374
USER	publish	15368	START	1609142118380	1609142118380
USER	publish	15369	START	1609142118381	1609142118381
REQUEST	15368		/message/publish	1609142118381	1609142118384	OK	 
USER	publish	15368	END	1609142118380	1609142118384
REQUEST	15369		/message/publish	1609142118381	1609142118386	OK	 
USER	publish	15369	END	1609142118381	1609142118386
USER	publish	15370	START	1609142118391	1609142118391
USER	publish	15371	START	1609142118391	1609142118391
REQUEST	15370		/message/publish	1609142118391	1609142118395	OK	 
USER	publish	15370	END	1609142118391	1609142118395
REQUEST	15371		/message/publish	1609142118391	1609142118397	OK	 
USER	publish	15371	END	1609142118391	1609142118397
USER	publish	15372	START	1609142118400	1609142118400
USER	publish	15373	START	1609142118400	1609142118400
REQUEST	15372		/message/publish	1609142118400	1609142118404	OK	 
USER	publish	15372	END	1609142118400	1609142118404
REQUEST	15373		/message/publish	1609142118400	1609142118405	OK	 
USER	publish	15373	END	1609142118400	1609142118405
USER	publish	15374	START	1609142118410	1609142118410
USER	publish	15375	START	1609142118410	1609142118410
REQUEST	15374		/message/publish	1609142118410	1609142118413	OK	 
USER	publish	15374	END	1609142118410	1609142118413
REQUEST	15375		/message/publish	1609142118411	1609142118415	OK	 
USER	publish	15375	END	1609142118410	1609142118415
USER	publish	15376	START	1609142118420	1609142118420
USER	publish	15377	START	1609142118421	1609142118421
REQUEST	15376		/message/publish	1609142118421	1609142118424	OK	 
USER	publish	15376	END	1609142118420	1609142118424
REQUEST	15377		/message/publish	1609142118421	1609142118426	OK	 
USER	publish	15377	END	1609142118421	1609142118427
USER	publish	15379	START	1609142118431	1609142118431
USER	publish	15378	START	1609142118431	1609142118431
REQUEST	15379		/message/publish	1609142118431	1609142118433	OK	 
USER	publish	15379	END	1609142118431	1609142118434
REQUEST	15378		/message/publish	1609142118431	1609142118436	OK	 
USER	publish	15378	END	1609142118431	1609142118436
USER	publish	15381	START	1609142118440	1609142118440
USER	publish	15380	START	1609142118440	1609142118440
REQUEST	15380		/message/publish	1609142118440	1609142118443	OK	 
USER	publish	15380	END	1609142118440	1609142118443
REQUEST	15381		/message/publish	1609142118440	1609142118444	OK	 
USER	publish	15381	END	1609142118440	1609142118444
USER	publish	15382	START	1609142118450	1609142118450
USER	publish	15383	START	1609142118450	1609142118450
REQUEST	15382		/message/publish	1609142118451	1609142118453	OK	 
USER	publish	15382	END	1609142118450	1609142118453
REQUEST	15383		/message/publish	1609142118451	1609142118456	OK	 
USER	publish	15383	END	1609142118450	1609142118456
USER	publish	15384	START	1609142118461	1609142118461
USER	publish	15385	START	1609142118461	1609142118461
REQUEST	15384		/message/publish	1609142118461	1609142118463	OK	 
USER	publish	15384	END	1609142118461	1609142118463
REQUEST	15385		/message/publish	1609142118461	1609142118466	OK	 
USER	publish	15385	END	1609142118461	1609142118466
USER	publish	15386	START	1609142118471	1609142118471
USER	publish	15387	START	1609142118471	1609142118471
REQUEST	15387		/message/publish	1609142118471	1609142118473	OK	 
USER	publish	15387	END	1609142118471	1609142118474
REQUEST	15386		/message/publish	1609142118471	1609142118476	OK	 
USER	publish	15386	END	1609142118471	1609142118476
USER	publish	15388	START	1609142118480	1609142118480
USER	publish	15389	START	1609142118480	1609142118480
REQUEST	15388		/message/publish	1609142118480	1609142118483	OK	 
USER	publish	15388	END	1609142118480	1609142118483
REQUEST	15389		/message/publish	1609142118480	1609142118485	OK	 
USER	publish	15389	END	1609142118480	1609142118485
USER	publish	15390	START	1609142118490	1609142118490
USER	publish	15391	START	1609142118490	1609142118490
REQUEST	15391		/message/publish	1609142118491	1609142118494	OK	 
USER	publish	15391	END	1609142118490	1609142118494
REQUEST	15390		/message/publish	1609142118490	1609142118494	OK	 
USER	publish	15390	END	1609142118490	1609142118494
USER	publish	15392	START	1609142118501	1609142118501
USER	publish	15393	START	1609142118501	1609142118501
REQUEST	15392		/message/publish	1609142118501	1609142118504	OK	 
USER	publish	15392	END	1609142118501	1609142118504
REQUEST	15393		/message/publish	1609142118501	1609142118504	OK	 
USER	publish	15393	END	1609142118501	1609142118505
USER	publish	15394	START	1609142118511	1609142118511
USER	publish	15395	START	1609142118511	1609142118511
REQUEST	15395		/message/publish	1609142118511	1609142118515	OK	 
USER	publish	15395	END	1609142118511	1609142118515
REQUEST	15394		/message/publish	1609142118511	1609142118516	OK	 
USER	publish	15394	END	1609142118511	1609142118516
USER	publish	15396	START	1609142118520	1609142118520
USER	publish	15397	START	1609142118520	1609142118520
REQUEST	15397		/message/publish	1609142118520	1609142118523	OK	 
USER	publish	15397	END	1609142118520	1609142118523
REQUEST	15396		/message/publish	1609142118520	1609142118526	OK	 
USER	publish	15396	END	1609142118520	1609142118526
USER	publish	15398	START	1609142118530	1609142118530
USER	publish	15399	START	1609142118530	1609142118530
REQUEST	15398		/message/publish	1609142118530	1609142118534	OK	 
USER	publish	15398	END	1609142118530	1609142118535
REQUEST	15399		/message/publish	1609142118530	1609142118535	OK	 
USER	publish	15399	END	1609142118530	1609142118535
USER	publish	15400	START	1609142118540	1609142118540
USER	publish	15401	START	1609142118540	1609142118540
REQUEST	15401		/message/publish	1609142118541	1609142118543	OK	 
USER	publish	15401	END	1609142118540	1609142118544
REQUEST	15400		/message/publish	1609142118541	1609142118546	OK	 
USER	publish	15400	END	1609142118540	1609142118546
USER	publish	15403	START	1609142118551	1609142118551
USER	publish	15402	START	1609142118551	1609142118551
REQUEST	15402		/message/publish	1609142118551	1609142118553	OK	 
USER	publish	15402	END	1609142118551	1609142118553
REQUEST	15403		/message/publish	1609142118551	1609142118556	OK	 
USER	publish	15403	END	1609142118551	1609142118556
USER	publish	15405	START	1609142118561	1609142118561
USER	publish	15404	START	1609142118561	1609142118561
REQUEST	15404		/message/publish	1609142118561	1609142118565	OK	 
USER	publish	15404	END	1609142118561	1609142118565
REQUEST	15405		/message/publish	1609142118561	1609142118566	OK	 
USER	publish	15405	END	1609142118561	1609142118566
USER	publish	15406	START	1609142118570	1609142118570
USER	publish	15407	START	1609142118570	1609142118570
REQUEST	15406		/message/publish	1609142118570	1609142118574	OK	 
USER	publish	15406	END	1609142118570	1609142118574
REQUEST	15407		/message/publish	1609142118571	1609142118575	OK	 
USER	publish	15407	END	1609142118570	1609142118575
USER	publish	15408	START	1609142118580	1609142118580
USER	publish	15409	START	1609142118581	1609142118581
REQUEST	15409		/message/publish	1609142118581	1609142118584	OK	 
USER	publish	15409	END	1609142118581	1609142118584
REQUEST	15408		/message/publish	1609142118581	1609142118586	OK	 
USER	publish	15408	END	1609142118580	1609142118586
USER	publish	15410	START	1609142118591	1609142118591
USER	publish	15411	START	1609142118591	1609142118591
REQUEST	15410		/message/publish	1609142118591	1609142118593	OK	 
USER	publish	15410	END	1609142118591	1609142118593
REQUEST	15411		/message/publish	1609142118591	1609142118596	OK	 
USER	publish	15411	END	1609142118591	1609142118596
USER	publish	15412	START	1609142118600	1609142118600
USER	publish	15413	START	1609142118600	1609142118600
REQUEST	15412		/message/publish	1609142118600	1609142118603	OK	 
USER	publish	15412	END	1609142118600	1609142118603
REQUEST	15413		/message/publish	1609142118600	1609142118606	OK	 
USER	publish	15413	END	1609142118600	1609142118606
USER	publish	15414	START	1609142118610	1609142118610
USER	publish	15415	START	1609142118610	1609142118610
REQUEST	15415		/message/publish	1609142118610	1609142118613	OK	 
USER	publish	15415	END	1609142118610	1609142118613
REQUEST	15414		/message/publish	1609142118610	1609142118615	OK	 
USER	publish	15414	END	1609142118610	1609142118615
USER	publish	15416	START	1609142118620	1609142118620
USER	publish	15417	START	1609142118620	1609142118620
REQUEST	15416		/message/publish	1609142118621	1609142118623	OK	 
USER	publish	15416	END	1609142118620	1609142118623
REQUEST	15417		/message/publish	1609142118621	1609142118626	OK	 
USER	publish	15417	END	1609142118620	1609142118626
USER	publish	15418	START	1609142118631	1609142118631
USER	publish	15419	START	1609142118631	1609142118631
REQUEST	15418		/message/publish	1609142118631	1609142118634	OK	 
USER	publish	15418	END	1609142118631	1609142118635
REQUEST	15419		/message/publish	1609142118631	1609142118635	OK	 
USER	publish	15419	END	1609142118631	1609142118635
USER	publish	15420	START	1609142118641	1609142118641
USER	publish	15421	START	1609142118641	1609142118641
REQUEST	15420		/message/publish	1609142118641	1609142118644	OK	 
USER	publish	15420	END	1609142118641	1609142118644
REQUEST	15421		/message/publish	1609142118641	1609142118645	OK	 
USER	publish	15421	END	1609142118641	1609142118645
USER	publish	15422	START	1609142118650	1609142118650
USER	publish	15423	START	1609142118650	1609142118650
REQUEST	15422		/message/publish	1609142118650	1609142118654	OK	 
USER	publish	15422	END	1609142118650	1609142118654
REQUEST	15423		/message/publish	1609142118650	1609142118655	OK	 
USER	publish	15423	END	1609142118650	1609142118655
USER	publish	15424	START	1609142118660	1609142118660
