ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	4105	START	1609142061140	1609142061140
REQUEST	4105		/message/publish	1609142061141	1609142061145	OK	 
USER	publish	4105	END	1609142061140	1609142061145
USER	publish	4106	START	1609142061151	1609142061151
USER	publish	4107	START	1609142061151	1609142061151
REQUEST	4107		/message/publish	1609142061151	1609142061154	OK	 
USER	publish	4107	END	1609142061151	1609142061154
REQUEST	4106		/message/publish	1609142061151	1609142061156	OK	 
USER	publish	4106	END	1609142061151	1609142061157
USER	publish	4108	START	1609142061160	1609142061160
USER	publish	4109	START	1609142061160	1609142061160
USER	publish	4110	START	1609142061171	1609142061171
REQUEST	4109		/message/publish	1609142061160	1609142061171	OK	 
USER	publish	4109	END	1609142061160	1609142061171
REQUEST	4108		/message/publish	1609142061160	1609142061172	OK	 
USER	publish	4108	END	1609142061160	1609142061172
USER	publish	4111	START	1609142061180	1609142061180
USER	publish	4112	START	1609142061180	1609142061180
REQUEST	4110		/message/publish	1609142061171	1609142061181	OK	 
USER	publish	4110	END	1609142061171	1609142061181
REQUEST	4112		/message/publish	1609142061180	1609142061184	OK	 
USER	publish	4112	END	1609142061180	1609142061185
REQUEST	4111		/message/publish	1609142061180	1609142061187	OK	 
USER	publish	4111	END	1609142061180	1609142061187
USER	publish	4113	START	1609142061190	1609142061190
USER	publish	4114	START	1609142061190	1609142061190
REQUEST	4113		/message/publish	1609142061191	1609142061193	OK	 
USER	publish	4113	END	1609142061190	1609142061193
REQUEST	4114		/message/publish	1609142061191	1609142061196	OK	 
USER	publish	4114	END	1609142061190	1609142061196
USER	publish	4115	START	1609142061201	1609142061201
REQUEST	4115		/message/publish	1609142061201	1609142061203	OK	 
USER	publish	4115	END	1609142061201	1609142061203
USER	publish	4116	START	1609142061211	1609142061211
USER	publish	4117	START	1609142061211	1609142061211
REQUEST	4116		/message/publish	1609142061211	1609142061214	OK	 
USER	publish	4116	END	1609142061211	1609142061214
REQUEST	4117		/message/publish	1609142061211	1609142061217	OK	 
USER	publish	4117	END	1609142061211	1609142061217
USER	publish	4118	START	1609142061220	1609142061220
REQUEST	4118		/message/publish	1609142061220	1609142061223	OK	 
USER	publish	4118	END	1609142061220	1609142061223
USER	publish	4119	START	1609142061230	1609142061230
USER	publish	4120	START	1609142061230	1609142061230
REQUEST	4120		/message/publish	1609142061231	1609142061233	OK	 
USER	publish	4120	END	1609142061230	1609142061233
REQUEST	4119		/message/publish	1609142061231	1609142061236	OK	 
USER	publish	4119	END	1609142061230	1609142061236
USER	publish	4121	START	1609142061241	1609142061241
USER	publish	4122	START	1609142061241	1609142061241
REQUEST	4121		/message/publish	1609142061241	1609142061243	OK	 
USER	publish	4121	END	1609142061241	1609142061243
REQUEST	4122		/message/publish	1609142061241	1609142061246	OK	 
USER	publish	4122	END	1609142061241	1609142061246
USER	publish	4123	START	1609142061251	1609142061251
REQUEST	4123		/message/publish	1609142061251	1609142061253	OK	 
USER	publish	4123	END	1609142061251	1609142061254
USER	publish	4124	START	1609142061260	1609142061260
USER	publish	4125	START	1609142061260	1609142061260
REQUEST	4124		/message/publish	1609142061260	1609142061263	OK	 
USER	publish	4124	END	1609142061260	1609142061263
REQUEST	4125		/message/publish	1609142061260	1609142061266	OK	 
USER	publish	4125	END	1609142061260	1609142061266
USER	publish	4126	START	1609142061270	1609142061270
USER	publish	4127	START	1609142061270	1609142061270
REQUEST	4127		/message/publish	1609142061271	1609142061273	OK	 
USER	publish	4127	END	1609142061270	1609142061273
REQUEST	4126		/message/publish	1609142061271	1609142061276	OK	 
USER	publish	4126	END	1609142061270	1609142061276
USER	publish	4128	START	1609142061280	1609142061280
REQUEST	4128		/message/publish	1609142061281	1609142061283	OK	 
USER	publish	4128	END	1609142061280	1609142061283
USER	publish	4130	START	1609142061291	1609142061291
USER	publish	4129	START	1609142061291	1609142061291
REQUEST	4129		/message/publish	1609142061291	1609142061293	OK	 
USER	publish	4129	END	1609142061291	1609142061293
REQUEST	4130		/message/publish	1609142061291	1609142061297	OK	 
USER	publish	4130	END	1609142061291	1609142061297
USER	publish	4131	START	1609142061300	1609142061300
USER	publish	4132	START	1609142061300	1609142061300
REQUEST	4131		/message/publish	1609142061300	1609142061304	OK	 
USER	publish	4131	END	1609142061300	1609142061304
REQUEST	4132		/message/publish	1609142061300	1609142061306	OK	 
USER	publish	4132	END	1609142061300	1609142061306
USER	publish	4133	START	1609142061310	1609142061310
REQUEST	4133		/message/publish	1609142061311	1609142061313	OK	 
USER	publish	4133	END	1609142061310	1609142061313
USER	publish	4134	START	1609142061321	1609142061321
USER	publish	4135	START	1609142061321	1609142061321
REQUEST	4134		/message/publish	1609142061321	1609142061324	OK	 
USER	publish	4134	END	1609142061321	1609142061324
REQUEST	4135		/message/publish	1609142061321	1609142061326	OK	 
USER	publish	4135	END	1609142061321	1609142061326
USER	publish	4136	START	1609142061331	1609142061331
USER	publish	4137	START	1609142061331	1609142061331
REQUEST	4136		/message/publish	1609142061331	1609142061335	OK	 
USER	publish	4136	END	1609142061331	1609142061335
REQUEST	4137		/message/publish	1609142061331	1609142061335	OK	 
USER	publish	4137	END	1609142061331	1609142061336
USER	publish	4138	START	1609142061340	1609142061340
REQUEST	4138		/message/publish	1609142061340	1609142061342	OK	 
USER	publish	4138	END	1609142061340	1609142061342
USER	publish	4139	START	1609142061350	1609142061350
USER	publish	4140	START	1609142061350	1609142061350
REQUEST	4140		/message/publish	1609142061350	1609142061353	OK	 
USER	publish	4140	END	1609142061350	1609142061354
REQUEST	4139		/message/publish	1609142061350	1609142061356	OK	 
USER	publish	4139	END	1609142061350	1609142061356
USER	publish	4141	START	1609142061360	1609142061360
USER	publish	4142	START	1609142061360	1609142061360
REQUEST	4141		/message/publish	1609142061361	1609142061363	OK	 
USER	publish	4141	END	1609142061360	1609142061363
REQUEST	4142		/message/publish	1609142061361	1609142061365	OK	 
USER	publish	4142	END	1609142061360	1609142061365
USER	publish	4143	START	1609142061371	1609142061371
REQUEST	4143		/message/publish	1609142061371	1609142061374	OK	 
USER	publish	4143	END	1609142061371	1609142061374
USER	publish	4144	START	1609142061381	1609142061381
USER	publish	4145	START	1609142061381	1609142061381
REQUEST	4145		/message/publish	1609142061381	1609142061384	OK	 
USER	publish	4145	END	1609142061381	1609142061384
REQUEST	4144		/message/publish	1609142061381	1609142061388	OK	 
USER	publish	4144	END	1609142061381	1609142061388
USER	publish	4146	START	1609142061390	1609142061390
USER	publish	4147	START	1609142061390	1609142061390
REQUEST	4146		/message/publish	1609142061391	1609142061393	OK	 
USER	publish	4146	END	1609142061390	1609142061393
REQUEST	4147		/message/publish	1609142061391	1609142061396	OK	 
USER	publish	4147	END	1609142061390	1609142061396
USER	publish	4148	START	1609142061400	1609142061400
REQUEST	4148		/message/publish	1609142061401	1609142061403	OK	 
USER	publish	4148	END	1609142061400	1609142061404
USER	publish	4149	START	1609142061411	1609142061411
USER	publish	4150	START	1609142061411	1609142061411
USER	publish	4151	START	1609142061421	1609142061421
REQUEST	4149		/message/publish	1609142061411	1609142061426	OK	 
USER	publish	4149	END	1609142061411	1609142061426
REQUEST	4150		/message/publish	1609142061411	1609142061430	OK	 
USER	publish	4152	START	1609142061430	1609142061430
USER	publish	4153	START	1609142061430	1609142061430
USER	publish	4150	END	1609142061411	1609142061431
REQUEST	4151		/message/publish	1609142061421	1609142061437	OK	 
USER	publish	4151	END	1609142061421	1609142061437
REQUEST	4152		/message/publish	1609142061431	1609142061440	OK	 
USER	publish	4152	END	1609142061430	1609142061440
USER	publish	4154	START	1609142061441	1609142061441
USER	publish	4155	START	1609142061441	1609142061441
REQUEST	4153		/message/publish	1609142061431	1609142061442	OK	 
USER	publish	4153	END	1609142061430	1609142061442
USER	publish	4156	START	1609142061451	1609142061451
REQUEST	4154		/message/publish	1609142061441	1609142061453	OK	 
USER	publish	4154	END	1609142061441	1609142061453
REQUEST	4155		/message/publish	1609142061441	1609142061455	OK	 
USER	publish	4155	END	1609142061441	1609142061455
REQUEST	4156		/message/publish	1609142061451	1609142061460	OK	 
USER	publish	4157	START	1609142061460	1609142061460
USER	publish	4156	END	1609142061451	1609142061461
USER	publish	4158	START	1609142061461	1609142061461
REQUEST	4157		/message/publish	1609142061461	1609142061465	OK	 
USER	publish	4157	END	1609142061460	1609142061465
REQUEST	4158		/message/publish	1609142061461	1609142061467	OK	 
USER	publish	4158	END	1609142061461	1609142061467
USER	publish	4159	START	1609142061470	1609142061470
USER	publish	4160	START	1609142061470	1609142061470
REQUEST	4159		/message/publish	1609142061471	1609142061474	OK	 
REQUEST	4160		/message/publish	1609142061471	1609142061474	OK	 
USER	publish	4160	END	1609142061470	1609142061474
USER	publish	4159	END	1609142061470	1609142061474
USER	publish	4161	START	1609142061481	1609142061481
REQUEST	4161		/message/publish	1609142061481	1609142061484	OK	 
USER	publish	4161	END	1609142061481	1609142061484
USER	publish	4162	START	1609142061491	1609142061491
USER	publish	4163	START	1609142061491	1609142061491
REQUEST	4162		/message/publish	1609142061491	1609142061495	OK	 
USER	publish	4162	END	1609142061491	1609142061495
USER	publish	4164	START	1609142061501	1609142061501
USER	publish	4165	START	1609142061501	1609142061501
REQUEST	4163		/message/publish	1609142061491	1609142061506	OK	 
USER	publish	4163	END	1609142061491	1609142061506
REQUEST	4165		/message/publish	1609142061501	1609142061507	OK	 
USER	publish	4165	END	1609142061501	1609142061507
USER	publish	4166	START	1609142061511	1609142061511
REQUEST	4164		/message/publish	1609142061501	1609142061512	OK	 
USER	publish	4164	END	1609142061501	1609142061512
REQUEST	4166		/message/publish	1609142061511	1609142061521	OK	 
USER	publish	4166	END	1609142061511	1609142061521
USER	publish	4167	START	1609142061525	1609142061525
USER	publish	4168	START	1609142061525	1609142061525
USER	publish	4169	START	1609142061531	1609142061531
USER	publish	4170	START	1609142061531	1609142061531
REQUEST	4168		/message/publish	1609142061525	1609142061533	OK	 
USER	publish	4168	END	1609142061525	1609142061534
REQUEST	4167		/message/publish	1609142061525	1609142061540	OK	 
USER	publish	4167	END	1609142061525	1609142061540
USER	publish	4171	START	1609142061540	1609142061540
REQUEST	4170		/message/publish	1609142061531	1609142061545	OK	 
USER	publish	4170	END	1609142061531	1609142061545
REQUEST	4169		/message/publish	1609142061531	1609142061548	OK	 
USER	publish	4169	END	1609142061531	1609142061548
USER	publish	4172	START	1609142061551	1609142061551
USER	publish	4173	START	1609142061551	1609142061551
REQUEST	4171		/message/publish	1609142061541	1609142061556	OK	 
USER	publish	4171	END	1609142061540	1609142061556
REQUEST	4173		/message/publish	1609142061552	1609142061557	OK	 
USER	publish	4173	END	1609142061551	1609142061557
REQUEST	4172		/message/publish	1609142061551	1609142061558	OK	 
USER	publish	4172	END	1609142061551	1609142061558
USER	publish	4175	START	1609142061562	1609142061562
USER	publish	4174	START	1609142061562	1609142061562
REQUEST	4175		/message/publish	1609142061563	1609142061572	OK	 
USER	publish	4176	START	1609142061570	1609142061570
USER	publish	4175	END	1609142061562	1609142061572
REQUEST	4174		/message/publish	1609142061563	1609142061573	OK	 
USER	publish	4174	END	1609142061562	1609142061573
REQUEST	4176		/message/publish	1609142061572	1609142061578	OK	 
USER	publish	4176	END	1609142061570	1609142061578
USER	publish	4178	START	1609142061581	1609142061581
USER	publish	4177	START	1609142061581	1609142061581
USER	publish	4179	START	1609142061591	1609142061591
USER	publish	4180	START	1609142061591	1609142061591
REQUEST	4177		/message/publish	1609142061581	1609142061597	OK	 
USER	publish	4177	END	1609142061581	1609142061597
REQUEST	4178		/message/publish	1609142061581	1609142061601	OK	 
USER	publish	4181	START	1609142061602	1609142061602
USER	publish	4178	END	1609142061581	1609142061602
REQUEST	4180		/message/publish	1609142061592	1609142061606	OK	 
USER	publish	4180	END	1609142061591	1609142061606
REQUEST	4179		/message/publish	1609142061592	1609142061608	OK	 
USER	publish	4179	END	1609142061591	1609142061608
USER	publish	4182	START	1609142061613	1609142061613
USER	publish	4183	START	1609142061613	1609142061613
REQUEST	4181		/message/publish	1609142061602	1609142061613	OK	 
USER	publish	4181	END	1609142061602	1609142061613
USER	publish	4184	START	1609142061620	1609142061620
REQUEST	4182		/message/publish	1609142061613	1609142061628	OK	 
USER	publish	4182	END	1609142061613	1609142061628
REQUEST	4183		/message/publish	1609142061613	1609142061629	OK	 
USER	publish	4183	END	1609142061613	1609142061629
USER	publish	4185	START	1609142061630	1609142061630
USER	publish	4186	START	1609142061631	1609142061631
REQUEST	4184		/message/publish	1609142061620	1609142061635	OK	 
USER	publish	4184	END	1609142061620	1609142061635
REQUEST	4185		/message/publish	1609142061631	1609142061637	OK	 
USER	publish	4185	END	1609142061630	1609142061637
REQUEST	4186		/message/publish	1609142061631	1609142061639	OK	 
USER	publish	4186	END	1609142061631	1609142061639
USER	publish	4187	START	1609142061641	1609142061641
USER	publish	4188	START	1609142061641	1609142061641
REQUEST	4188		/message/publish	1609142061641	1609142061646	OK	 
USER	publish	4188	END	1609142061641	1609142061646
REQUEST	4187		/message/publish	1609142061641	1609142061646	OK	 
USER	publish	4187	END	1609142061641	1609142061646
USER	publish	4189	START	1609142061650	1609142061650
REQUEST	4189		/message/publish	1609142061650	1609142061653	OK	 
USER	publish	4189	END	1609142061650	1609142061654
USER	publish	4191	START	1609142061660	1609142061660
USER	publish	4190	START	1609142061660	1609142061660
REQUEST	4190		/message/publish	1609142061661	1609142061664	OK	 
USER	publish	4190	END	1609142061660	1609142061664
REQUEST	4191		/message/publish	1609142061661	1609142061665	OK	 
USER	publish	4191	END	1609142061660	1609142061665
USER	publish	4192	START	1609142061671	1609142061671
USER	publish	4193	START	1609142061671	1609142061671
REQUEST	4193		/message/publish	1609142061671	1609142061673	OK	 
USER	publish	4193	END	1609142061671	1609142061673
REQUEST	4192		/message/publish	1609142061671	1609142061676	OK	 
USER	publish	4192	END	1609142061671	1609142061676
USER	publish	4194	START	1609142061681	1609142061681
REQUEST	4194		/message/publish	1609142061681	1609142061684	OK	 
USER	publish	4194	END	1609142061681	1609142061684
USER	publish	4196	START	1609142061690	1609142061690
USER	publish	4195	START	1609142061690	1609142061690
REQUEST	4196		/message/publish	1609142061690	1609142061694	OK	 
USER	publish	4196	END	1609142061690	1609142061694
REQUEST	4195		/message/publish	1609142061690	1609142061695	OK	 
USER	publish	4195	END	1609142061690	1609142061695
USER	publish	4198	START	1609142061700	1609142061700
USER	publish	4197	START	1609142061700	1609142061700
REQUEST	4197		/message/publish	1609142061700	1609142061703	OK	 
USER	publish	4197	END	1609142061700	1609142061703
REQUEST	4198		/message/publish	1609142061701	1609142061706	OK	 
USER	publish	4198	END	1609142061700	1609142061706
USER	publish	4199	START	1609142061710	1609142061710
REQUEST	4199		/message/publish	1609142061711	1609142061714	OK	 
USER	publish	4199	END	1609142061710	1609142061715
USER	publish	4201	START	1609142061721	1609142061721
USER	publish	4200	START	1609142061721	1609142061721
REQUEST	4200		/message/publish	1609142061721	1609142061724	OK	 
USER	publish	4200	END	1609142061721	1609142061724
REQUEST	4201		/message/publish	1609142061721	1609142061727	OK	 
USER	publish	4201	END	1609142061721	1609142061727
USER	publish	4202	START	1609142061730	1609142061730
USER	publish	4203	START	1609142061730	1609142061730
REQUEST	4202		/message/publish	1609142061730	1609142061736	OK	 
USER	publish	4202	END	1609142061730	1609142061737
REQUEST	4203		/message/publish	1609142061730	1609142061739	OK	 
USER	publish	4203	END	1609142061730	1609142061739
USER	publish	4204	START	1609142061740	1609142061740
REQUEST	4204		/message/publish	1609142061740	1609142061745	OK	 
USER	publish	4204	END	1609142061740	1609142061745
USER	publish	4205	START	1609142061750	1609142061750
USER	publish	4206	START	1609142061751	1609142061751
REQUEST	4205		/message/publish	1609142061751	1609142061754	OK	 
USER	publish	4205	END	1609142061750	1609142061754
REQUEST	4206		/message/publish	1609142061751	1609142061756	OK	 
USER	publish	4206	END	1609142061751	1609142061756
USER	publish	4207	START	1609142061761	1609142061761
USER	publish	4208	START	1609142061761	1609142061761
REQUEST	4208		/message/publish	1609142061761	1609142061764	OK	 
USER	publish	4208	END	1609142061761	1609142061764
REQUEST	4207		/message/publish	1609142061761	1609142061766	OK	 
USER	publish	4207	END	1609142061761	1609142061766
USER	publish	4209	START	1609142061771	1609142061771
REQUEST	4209		/message/publish	1609142061771	1609142061774	OK	 
USER	publish	4209	END	1609142061771	1609142061774
USER	publish	4210	START	1609142061780	1609142061780
USER	publish	4211	START	1609142061780	1609142061780
REQUEST	4210		/message/publish	1609142061781	1609142061783	OK	 
USER	publish	4210	END	1609142061780	1609142061783
REQUEST	4211		/message/publish	1609142061781	1609142061785	OK	 
USER	publish	4211	END	1609142061780	1609142061786
USER	publish	4213	START	1609142061790	1609142061790
USER	publish	4212	START	1609142061790	1609142061790
REQUEST	4213		/message/publish	1609142061791	1609142061794	OK	 
USER	publish	4213	END	1609142061790	1609142061794
REQUEST	4212		/message/publish	1609142061791	1609142061796	OK	 
USER	publish	4212	END	1609142061790	1609142061797
USER	publish	4214	START	1609142061801	1609142061801
REQUEST	4214		/message/publish	1609142061801	1609142061805	OK	 
USER	publish	4214	END	1609142061801	1609142061805
USER	publish	4215	START	1609142061811	1609142061811
USER	publish	4216	START	1609142061811	1609142061811
REQUEST	4216		/message/publish	1609142061811	1609142061815	OK	 
USER	publish	4216	END	1609142061811	1609142061815
REQUEST	4215		/message/publish	1609142061811	1609142061818	OK	 
USER	publish	4215	END	1609142061811	1609142061819
USER	publish	4217	START	1609142061820	1609142061820
USER	publish	4218	START	1609142061820	1609142061820
REQUEST	4217		/message/publish	1609142061821	1609142061826	OK	 
USER	publish	4217	END	1609142061820	1609142061826
REQUEST	4218		/message/publish	1609142061821	1609142061827	OK	 
USER	publish	4218	END	1609142061820	1609142061827
USER	publish	4219	START	1609142061830	1609142061830
REQUEST	4219		/message/publish	1609142061831	1609142061833	OK	 
USER	publish	4219	END	1609142061830	1609142061833
USER	publish	4220	START	1609142061841	1609142061841
USER	publish	4221	START	1609142061841	1609142061841
REQUEST	4221		/message/publish	1609142061841	1609142061844	OK	 
USER	publish	4221	END	1609142061841	1609142061844
REQUEST	4220		/message/publish	1609142061841	1609142061847	OK	 
USER	publish	4220	END	1609142061841	1609142061847
USER	publish	4222	START	1609142061851	1609142061851
USER	publish	4223	START	1609142061851	1609142061851
USER	publish	4225	START	1609142061860	1609142061860
USER	publish	4224	START	1609142061860	1609142061860
REQUEST	4222		/message/publish	1609142061851	1609142061862	OK	 
USER	publish	4222	END	1609142061851	1609142061862
REQUEST	4223		/message/publish	1609142061851	1609142061865	OK	 
USER	publish	4223	END	1609142061851	1609142061865
USER	publish	4226	START	1609142061870	1609142061870
REQUEST	4224		/message/publish	1609142061861	1609142061876	OK	 
USER	publish	4224	END	1609142061860	1609142061876
REQUEST	4226		/message/publish	1609142061871	1609142061879	OK	 
USER	publish	4226	END	1609142061870	1609142061879
USER	publish	4227	START	1609142061881	1609142061881
USER	publish	4228	START	1609142061881	1609142061881
REQUEST	4225		/message/publish	1609142061861	1609142061882	OK	 
USER	publish	4225	END	1609142061860	1609142061882
REQUEST	4227		/message/publish	1609142061881	1609142061885	OK	 
USER	publish	4227	END	1609142061881	1609142061885
USER	publish	4229	START	1609142061890	1609142061890
USER	publish	4230	START	1609142061890	1609142061890
REQUEST	4228		/message/publish	1609142061881	1609142061892	OK	 
USER	publish	4228	END	1609142061881	1609142061892
REQUEST	4230		/message/publish	1609142061891	1609142061896	OK	 
USER	publish	4230	END	1609142061890	1609142061896
REQUEST	4229		/message/publish	1609142061890	1609142061898	OK	 
USER	publish	4229	END	1609142061890	1609142061898
USER	publish	4231	START	1609142061900	1609142061900
REQUEST	4231		/message/publish	1609142061900	1609142061907	OK	 
USER	publish	4231	END	1609142061900	1609142061907
USER	publish	4232	START	1609142061910	1609142061910
USER	publish	4233	START	1609142061911	1609142061911
REQUEST	4233		/message/publish	1609142061911	1609142061913	OK	 
USER	publish	4233	END	1609142061911	1609142061914
REQUEST	4232		/message/publish	1609142061911	1609142061916	OK	 
USER	publish	4232	END	1609142061910	1609142061917
USER	publish	4234	START	1609142061921	1609142061921
USER	publish	4235	START	1609142061921	1609142061921
REQUEST	4235		/message/publish	1609142061921	1609142061924	OK	 
USER	publish	4235	END	1609142061921	1609142061924
REQUEST	4234		/message/publish	1609142061921	1609142061927	OK	 
USER	publish	4234	END	1609142061921	1609142061927
USER	publish	4236	START	1609142061931	1609142061931
REQUEST	4236		/message/publish	1609142061931	1609142061934	OK	 
USER	publish	4236	END	1609142061931	1609142061934
USER	publish	4238	START	1609142061940	1609142061940
USER	publish	4237	START	1609142061940	1609142061940
USER	publish	4239	START	1609142061950	1609142061950
USER	publish	4240	START	1609142061950	1609142061950
REQUEST	4237		/message/publish	1609142061940	1609142061952	OK	 
USER	publish	4237	END	1609142061940	1609142061952
REQUEST	4238		/message/publish	1609142061940	1609142061955	OK	 
USER	publish	4238	END	1609142061940	1609142061955
USER	publish	4241	START	1609142061961	1609142061961
REQUEST	4239		/message/publish	1609142061951	1609142061963	OK	 
USER	publish	4239	END	1609142061950	1609142061963
USER	publish	4242	START	1609142061971	1609142061971
USER	publish	4243	START	1609142061971	1609142061971
REQUEST	4240		/message/publish	1609142061951	1609142061972	OK	 
USER	publish	4240	END	1609142061950	1609142061972
REQUEST	4243		/message/publish	1609142061971	1609142061976	OK	 
USER	publish	4243	END	1609142061971	1609142061976
REQUEST	4241		/message/publish	1609142061961	1609142061979	OK	 
USER	publish	4241	END	1609142061961	1609142061979
USER	publish	4244	START	1609142061980	1609142061980
USER	publish	4245	START	1609142061980	1609142061980
REQUEST	4242		/message/publish	1609142061971	1609142061985	OK	 
USER	publish	4242	END	1609142061971	1609142061985
USER	publish	4246	START	1609142061990	1609142061990
USER	publish	4247	START	1609142061990	1609142061990
REQUEST	4245		/message/publish	1609142061980	1609142061991	OK	 
USER	publish	4245	END	1609142061980	1609142061992
REQUEST	4244		/message/publish	1609142061980	1609142061995	OK	 
USER	publish	4244	END	1609142061980	1609142061995
USER	publish	4248	START	1609142062000	1609142062000
REQUEST	4247		/message/publish	1609142061991	1609142062002	OK	 
USER	publish	4247	END	1609142061990	1609142062002
REQUEST	4246		/message/publish	1609142061991	1609142062007	OK	 
USER	publish	4246	END	1609142061990	1609142062008
REQUEST	4248		/message/publish	1609142062001	1609142062010	OK	 
USER	publish	4250	START	1609142062011	1609142062011
USER	publish	4249	START	1609142062011	1609142062011
USER	publish	4248	END	1609142062000	1609142062012
USER	publish	4251	START	1609142062021	1609142062021
USER	publish	4252	START	1609142062021	1609142062021
REQUEST	4250		/message/publish	1609142062011	1609142062023	OK	 
USER	publish	4250	END	1609142062011	1609142062023
REQUEST	4249		/message/publish	1609142062011	1609142062027	OK	 
USER	publish	4249	END	1609142062011	1609142062027
USER	publish	4253	START	1609142062030	1609142062030
REQUEST	4252		/message/publish	1609142062021	1609142062034	OK	 
USER	publish	4252	END	1609142062021	1609142062034
REQUEST	4251		/message/publish	1609142062021	1609142062037	OK	 
USER	publish	4251	END	1609142062021	1609142062038
USER	publish	4254	START	1609142062041	1609142062041
USER	publish	4255	START	1609142062041	1609142062041
REQUEST	4253		/message/publish	1609142062031	1609142062042	OK	 
USER	publish	4253	END	1609142062030	1609142062042
REQUEST	4254		/message/publish	1609142062041	1609142062045	OK	 
USER	publish	4254	END	1609142062041	1609142062045
REQUEST	4255		/message/publish	1609142062041	1609142062047	OK	 
USER	publish	4255	END	1609142062041	1609142062047
USER	publish	4256	START	1609142062051	1609142062051
USER	publish	4257	START	1609142062051	1609142062051
REQUEST	4257		/message/publish	1609142062051	1609142062055	OK	 
USER	publish	4257	END	1609142062051	1609142062056
REQUEST	4256		/message/publish	1609142062051	1609142062057	OK	 
USER	publish	4256	END	1609142062051	1609142062058
USER	publish	4258	START	1609142062060	1609142062060
REQUEST	4258		/message/publish	1609142062061	1609142062063	OK	 
USER	publish	4258	END	1609142062060	1609142062063
USER	publish	4259	START	1609142062070	1609142062070
USER	publish	4260	START	1609142062070	1609142062070
REQUEST	4259		/message/publish	1609142062071	1609142062073	OK	 
USER	publish	4259	END	1609142062070	1609142062073
REQUEST	4260		/message/publish	1609142062071	1609142062076	OK	 
USER	publish	4260	END	1609142062070	1609142062077
USER	publish	4261	START	1609142062081	1609142062081
USER	publish	4262	START	1609142062081	1609142062081
REQUEST	4261		/message/publish	1609142062081	1609142062084	OK	 
USER	publish	4261	END	1609142062081	1609142062085
REQUEST	4262		/message/publish	1609142062081	1609142062087	OK	 
USER	publish	4262	END	1609142062081	1609142062087
USER	publish	4263	START	1609142062091	1609142062091
REQUEST	4263		/message/publish	1609142062091	1609142062094	OK	 
USER	publish	4263	END	1609142062091	1609142062094
USER	publish	4264	START	1609142062100	1609142062100
USER	publish	4265	START	1609142062100	1609142062100
REQUEST	4264		/message/publish	1609142062100	1609142062103	OK	 
USER	publish	4264	END	1609142062100	1609142062103
REQUEST	4265		/message/publish	1609142062101	1609142062107	OK	 
USER	publish	4265	END	1609142062100	1609142062107
USER	publish	4266	START	1609142062110	1609142062110
USER	publish	4267	START	1609142062111	1609142062111
REQUEST	4266		/message/publish	1609142062111	1609142062115	OK	 
USER	publish	4266	END	1609142062110	1609142062115
REQUEST	4267		/message/publish	1609142062111	1609142062116	OK	 
USER	publish	4267	END	1609142062111	1609142062116
USER	publish	4268	START	1609142062121	1609142062121
REQUEST	4268		/message/publish	1609142062121	1609142062123	OK	 
USER	publish	4268	END	1609142062121	1609142062123
USER	publish	4269	START	1609142062131	1609142062131
USER	publish	4270	START	1609142062131	1609142062131
REQUEST	4269		/message/publish	1609142062131	1609142062135	OK	 
USER	publish	4269	END	1609142062131	1609142062135
REQUEST	4270		/message/publish	1609142062131	1609142062137	OK	 
USER	publish	4270	END	1609142062131	1609142062137
USER	publish	4271	START	1609142062140	1609142062140
USER	publish	4272	START	1609142062140	1609142062140
REQUEST	4271		/message/publish	1609142062140	1609142062144	OK	 
USER	publish	4271	END	1609142062140	1609142062144
REQUEST	4272		/message/publish	1609142062140	1609142062145	OK	 
USER	publish	4272	END	1609142062140	1609142062145
USER	publish	4273	START	1609142062150	1609142062150
USER	publish	4274	START	1609142062150	1609142062150
REQUEST	4274		/message/publish	1609142062151	1609142062160	OK	 
USER	publish	4274	END	1609142062150	1609142062160
USER	publish	4275	START	1609142062161	1609142062161
REQUEST	4273		/message/publish	1609142062151	1609142062164	OK	 
USER	publish	4273	END	1609142062150	1609142062165
REQUEST	4275		/message/publish	1609142062161	1609142062168	OK	 
USER	publish	4275	END	1609142062161	1609142062168
USER	publish	4276	START	1609142062171	1609142062171
USER	publish	4277	START	1609142062171	1609142062171
REQUEST	4276		/message/publish	1609142062171	1609142062174	OK	 
USER	publish	4276	END	1609142062171	1609142062174
REQUEST	4277		/message/publish	1609142062171	1609142062176	OK	 
USER	publish	4277	END	1609142062171	1609142062176
USER	publish	4278	START	1609142062180	1609142062180
USER	publish	4279	START	1609142062180	1609142062180
REQUEST	4279		/message/publish	1609142062180	1609142062183	OK	 
USER	publish	4279	END	1609142062180	1609142062183
USER	publish	4280	START	1609142062190	1609142062190
REQUEST	4278		/message/publish	1609142062180	1609142062186	OK	 
USER	publish	4278	END	1609142062180	1609142062191
USER	publish	4281	START	1609142062200	1609142062200
USER	publish	4282	START	1609142062201	1609142062201
REQUEST	4280		/message/publish	1609142062190	1609142062202	OK	 
USER	publish	4280	END	1609142062190	1609142062202
REQUEST	4281		/message/publish	1609142062201	1609142062208	OK	 
USER	publish	4281	END	1609142062200	1609142062208
USER	publish	4283	START	1609142062211	1609142062211
